course_name,job_recs,product_urls
Predictive Modeling and Analytics,"Data Analysts,Business Analysts,Risk Managers,Pharmacists,Operations Analysts",https://www.coursera.org/learn/predictive-modeling-analytics
Anatomy Gastrointestinal Reproductive and Endocrine Systems,"Nurses,Medical Doctors,Scientists,Researchers,Professors",https://www.coursera.org/learn/anatomy403-4x
Introduction to the Biology of Cancer,"Biologists,Scientists,Pharmacists,Biostatisticians,Medical Doctors",https://www.coursera.org/learn/cancer
Thermodynamique fondements,"Data Engineers,Medical Doctors,Professors,Teachers,Data Scientists",https://www.coursera.org/learn/thermo-base
Data Visualization with Advanced Excel,"Chief Financial Officers (CFOs),Auditors,Controllers,Accountants,Financial Analysts",https://www.coursera.org/learn/advanced-excel
Global Health Diplomacy,"Medical Doctors,Pharmacists,Lawyers,Project Managers,Researchers",https://www.coursera.org/learn/global-health-diplomacy
Summary Statistics in Public Health,"Biostatisticians,Medical Doctors,Dentists,Pharmacists,Researchers",https://www.coursera.org/learn/summary-statistics
Human Centered Design an Introduction,"Designers,UI/UX Designers,User Experience Researchers,Graphic Designers,Communication Technicians",https://www.coursera.org/learn/human-computer-interaction
Operations Management Strategy and Quality Management for the Digital Age,"Chemists,Operations Analysts,Public Relations Specialists,Program Managers,Operations Managers",https://www.coursera.org/learn/process-improvement
Big History Connecting Knowledge,"Artists,Project Coordinators,Customer Care Reps,Economists,Therapists",https://www.coursera.org/learn/big-history
Foundations for Global Health Responders,"Medical Doctors,Lawyers",https://www.coursera.org/learn/ghresponder
Business Strategies for Emerging Markets,"Consultants,Business Developers,Financial Analysts,Sales Associates,Marketers",https://www.coursera.org/learn/business-strategies
Pensamiento Científico,"Biologists,Psychologists,Director Generals,Lawyers,Actors",https://www.coursera.org/learn/ciencia
Big Data procesamiento y análisis,"Data Scientists,Technical Solutions Engineers,Data Analysts,Machine Learning Engineers,Financial Analysts",https://www.coursera.org/learn/big-data-procesamiento-analisis
Mi nueva empresa los siguientes pasos,,https://www.coursera.org/learn/nueva-empresa
用Python玩转数据 Data Processing Using Python,"Data Analysts,Machine Learning Engineers,Data Engineers,Product Managers,Scientists",https://www.coursera.org/learn/hipython
Mastering bitumen for better roads and innovative applications,"Engineers,Professors,Project Managers,Teachers",https://www.coursera.org/learn/mastering-bitumen
Как найти свою первую работу Практический курс для студентов вузов,"Economists,HR Specialists,Marketing Specialists,Data Engineers,Data Scientists",https://www.coursera.org/learn/findjob
Business Intelligence Concepts Tools and Applications,"Data Analysts,Risk Managers,Business Analysts,Data Scientists,Data Engineers",https://www.coursera.org/learn/business-intelligence-tools
經濟學概論 誘因與市場 Introduction to Economics Incentive and Markets,Teachers,https://www.coursera.org/learn/economics
Elastic Cloud Infrastructure Scaling and Automation 日本語版,"Engineers,Project Managers,Software Engineers",https://www.coursera.org/learn/gcp-infrastructure-scaling-automation-jp
3 El Cálculo Modelo Cúbico,"Professors,Accountants,Teachers,Engineers",https://www.coursera.org/learn/calculo-3
The Fall and Rise of Jerusalem,"Artists,Teachers,Medical Doctors,Administrators,Lawyers",https://www.coursera.org/learn/jerusalem
Creating Sounds for Electronic Music,"Musicians,Artists,Chief Technology Officers (CTOs),Translators,Filmmakers",https://www.coursera.org/learn/music-synthesizer
Biology Meets Programming Bioinformatics for Beginners,"Biologists,Scientists,Biostatisticians,Chemists,Researchers",https://www.coursera.org/learn/bioinformatics
مجموعة أدوات عالم البيانات,,https://www.coursera.org/learn/data-scientists-tools-ar
Oil Gas Industry Operations and Markets,"Geologists,Chemists,Traders,Operations Analysts,Controllers",https://www.coursera.org/learn/oilandgas
Sales Force Management,"Sales Associates,Marketers,Consultants,Managers,Software Engineers",https://www.coursera.org/learn/sales-force-management
Nursing Informatics Training and Education,"Nurses,Professors",https://www.coursera.org/learn/training-others-nursing-informatics
Creating New BigQuery Datasets and Visualizing Insights,"Data Analysts,Data Engineers,Data Scientists,Associates,Business Analysts",https://www.coursera.org/learn/gcp-creating-bigquery-datasets-visualizing-insights
Спортивное программирование,"Software Engineers,Data Scientists,Teachers",https://www.coursera.org/learn/sportivnoe-programmirovanie
Статистические методы в гуманитарных исследованиях,"Therapists,Data Analysts,Researchers,Medical Doctors,Project Managers",https://www.coursera.org/learn/statistics-for-humanities
Requirements Gathering for Secure Software Development,"Business Analysts,Entrepreneurs,Project Managers,Product Managers,Machine Learning Engineers",https://www.coursera.org/learn/requirements-gathering-secure
Прикладные задачи анализа данных,"Economists,Scientists,Data Scientists,Machine Learning Engineers,Data Analysts",https://www.coursera.org/learn/data-analysis-applications
口腔种植学 Implant Dentistry,Dentists,https://www.coursera.org/learn/implant-dentistry-chinese
Speak English Professionally In Person Online On the Phone,"Translators,Process Analysts,Pharmacists,HR Specialists,Customer Care Reps",https://www.coursera.org/learn/speak-english-professionally
Competencias Laborales Perfiles Evaluación y Capacitación,"Psychologists,HR Specialists,Social Workers,Administrators,Human Resources",https://www.coursera.org/learn/competencias-lab
Русский как иностранный B2 1,Teachers,https://www.coursera.org/learn/russkiy-kak-inostrannyy-b2
Understanding Einstein The Special Theory of Relativity,"Scientists,Technicians,Artists,Traders,Technical Writers",https://www.coursera.org/learn/einstein-relativity
C For C Programmers Part B,"Machine Learning Engineers,Software Engineers,Data Scientists,Engineers,Technical Solutions Engineers",https://www.coursera.org/learn/c-plus-plus-b
Rethinking Ageing Are we prepared to live longer,"Therapists,Psychologists,Nurses,Medical Doctors,Data Scientists",https://www.coursera.org/learn/ageing
Value Chain Management Capstone,,https://www.coursera.org/learn/value-chain-capstone
The Talmud A Methodological Introduction,"Medical Doctors,Entrepreneurs,Presidents,Lawyers,Teachers",https://www.coursera.org/learn/the-talmud
Wine Tasting Sensory Techniques for Wine Analysis,"Retailers,Chefs,Biologists,Translators,Chief Operations Officers (COOs)",https://www.coursera.org/learn/wine
Patent Law,"Lawyers,Entrepreneurs,Data Scientists,Professors,Chief Executive Officers (CEOs)",https://www.coursera.org/learn/patents
Teacher SEL Programs Possibilities and Contexts,"Teachers,Professors",https://www.coursera.org/learn/teacher-sel-programs
JavaScript часть 1 основы и функции,"System Administrators,Traders,Designers,Data Engineers,Technical Support Associates",https://www.coursera.org/learn/javascript-osnovy-i-funktsii
Personal Family Financial Planning,"Financial Advisors,Biologists,Dentists,Nurses,Community Managers",https://www.coursera.org/learn/family-planning
International Hospitality Healthcare Services Marketing,"Marketing Specialists,Marketers,Administrators,Managers",https://www.coursera.org/learn/healthcare-marketing-hospitality-management
Introduction to Neurohacking In R,"Biostatisticians,Medical Doctors,Machine Learning Engineers,Data Scientists,Researchers",https://www.coursera.org/learn/neurohacking
How to Validate your Startup Idea,"Managing Directors,Entrepreneurs,Marketing Specialists,Technical Solutions Engineers,Chief Executive Officers (CEOs)",https://www.coursera.org/learn/startup-idea
東亞儒家 人文精神二 East Asian Confucianisms Humanism 2,,https://www.coursera.org/learn/east-asian-confucianisms-humanism2
Modern American Poetry,"Artists,Writers,Translators,Public Relations Specialists,Lawyers",https://www.coursera.org/learn/modern-american-poetry
Political Economy of Institutions and Development,"Economists,Translators,Lawyers,Journalists,Editors",https://www.coursera.org/learn/political-economy
Advances in Stem Cell Biology,"Biologists,Dentists,Scientists,Pharmacists,Researchers",https://www.coursera.org/learn/advances-stem-cells
Understanding economic policymaking,"Economists,Financial Analysts,Accountants,Lawyers,Machine Learning Engineers",https://www.coursera.org/learn/economic-policy
Confronting Gender Based Violence Global Lessons for Healthcare Workers,"Psychologists,Social Workers,Pharmacists,Nurses,Lawyers",https://www.coursera.org/learn/gender-based-violence
Теория Лжи Профайлинг,"Human Resources,HR Specialists,Economists,Marketing Specialists,Project Managers",https://www.coursera.org/learn/teoriya-lzhi-profajling
Single Page Web Applications with AngularJS,"Software Engineers,Retailers,Machine Learning Engineers,Chief Technology Officers (CTOs),Data Engineers",https://www.coursera.org/learn/single-page-web-apps-with-angularjs
Server side Development with NodeJS Express and MongoDB,"Software Engineers,Machine Learning Engineers,Chief Technology Officers (CTOs),Data Scientists,Data Engineers",https://www.coursera.org/learn/server-side-nodejs
运营管理概论 中文版,Software Engineers,https://www.coursera.org/learn/wharton-yunying-guanli
Understanding Financial Statements Company Performance,"Financial Advisors,Accountants,Financial Analysts,Entrepreneurs,Associates",https://www.coursera.org/learn/income-statement
International migrations a global issue,"Social Workers,Journalists,Lawyers,Translators,Receptionists",https://www.coursera.org/learn/international-migrations
Justice Mercy and Mass Incarceration,"Social Workers,Lawyers,Researchers,Teachers,Professors",https://www.coursera.org/learn/massincarceration
American Contract Law II,"Lawyers,Paralegals,Associates,Entrepreneurs,Presidents",https://www.coursera.org/learn/contracts-2
The Worldview of Thomas Berry The Flourishing of the Earth Community,"Professors,Teachers,Software Engineers",https://www.coursera.org/learn/thomas-berry
Proyecto Final Programa Especializado en Marketing Digital,,https://www.coursera.org/learn/marketing-digital-proyecto-final
Capstone Create Value from Open Data,Data Analysts,https://www.coursera.org/learn/strategic-business-analytics-capstone
Electric Industry Operations and Markets,"Business Developers,Economists,Chief Technology Officers (CTOs),Technical Solutions Engineers,Consultants",https://www.coursera.org/learn/electricity
Take Your English Communication Skills to the Next Level,"Risk Managers,HR Specialists,Engineers,Software Engineers",https://www.coursera.org/learn/english-communication-capstone
Robotics Capstone,Engineers,https://www.coursera.org/learn/robotics-capstone
Advanced Neurobiology I,"Psychiatrists,Biologists,Medical Doctors,Psychologists,Therapists",https://www.coursera.org/learn/advanced-neurobiology1
Sustainable Innovation for Subsistence Marketplaces,"Program Managers,Business Developers,Vice Presidents,Customer Care Reps,Technical Solutions Engineers",https://www.coursera.org/learn/subsistence-marketplaces-1
Политическая география,Software Engineers,https://www.coursera.org/learn/politicheskaya-geografiya
Relational database systems,"Data Engineers,Machine Learning Engineers,Data Analysts,Financial Analysts,Software Engineers",https://www.coursera.org/learn/relational-database
Aprender,"Psychologists,Secretaries,Biologists,Assistants,Teachers",https://www.coursera.org/learn/aprendo
Introducción a la programación en Python I Aprendiendo a programar con Python,"Geologists,Economists,Biologists,Process Analysts,Technical Support Associates",https://www.coursera.org/learn/aprendiendo-programar-python
Patrick Henry Forgotten Founder,Teachers,https://www.coursera.org/learn/henry
The Truth About Cats and Dogs,"Artists,Retailers,Nurses,Biologists,Translators",https://www.coursera.org/learn/cats-and-dogs
Bayesian Statistics Techniques and Models,"Data Scientists,Biostatisticians,Psychiatrists,User Experience Researchers,Data Analysts",https://www.coursera.org/learn/mcmc-bayesian-statistics
Mandarin Chinese 3 Chinese for Beginners,"Marketers,Teachers,Product Managers,Engineers,Software Engineers",https://www.coursera.org/learn/mandarin-chinese-3
Serverless Data Analysis with Google BigQuery and Cloud Dataflow em Português Brasileiro,,https://www.coursera.org/learn/serverless-data-analysis-bigquery-cloud-dataflow-gcp-br
Getting Started with AI using IBM Watson,"Chief Technology Officers (CTOs),Machine Learning Engineers,Customer Care Reps,Data Analysts,Founders",https://www.coursera.org/learn/ai-with-ibm-watson
Actúa ante el dolor crónico,"Psychologists,Nurses,Medical Doctors,Therapists,Professors",https://www.coursera.org/learn/actua-dolor-cronico
The Changing Arctic,Teachers,https://www.coursera.org/learn/changing-arctic
FinTech and the Transformation in Financial Services,"Chief Financial Officers (CFOs),Risk Managers,Financial Advisors,Financial Analysts,Operations Analysts",https://www.coursera.org/learn/fintech-transformation-financial-services
Metagenomics applied to surveillance of pathogens and antimicrobial resistance,"Biologists,Scientists,Biostatisticians,Researchers,Pharmacists",https://www.coursera.org/learn/metagenomics
莊子 人情 Zhuangzi Between People,"Librarians,Data Scientists,Marketing Specialists,Designers,Financial Analysts",https://www.coursera.org/learn/zhuangzi2
Industrial Organization Strategy and Competition in Business,"Economists,Paralegals,Human Resources,Marketing Specialists,Data Scientists",https://www.coursera.org/learn/industrial-organization
Учимся учиться Как преуспеть в школе не тратя всё время на учёбу,"Translators,Public Relations Specialists,Economists,Traders,Journalists",https://www.coursera.org/learn/learnhow
Geopolítica y gobernanza global riesgos y oportunidades,"Lawyers,Economists,Receptionists,Assistants,Social Workers",https://www.coursera.org/learn/geopoliticaygobernanzaglobal
Israel State and Society,"Lawyers,Technical Support Associates,Researchers,Marketers,Teachers",https://www.coursera.org/learn/israel
Understanding International Relations Theory,"Translators,Paralegals,Assistant Directors,Journalists,Lawyers",https://www.coursera.org/learn/international-relations-theory
Foundations of Teaching for Learning Learners and Learning,"Teachers,Writers,Professors,Entrepreneurs,Administrators",https://www.coursera.org/learn/teaching-learning
Linear Circuits 2 AC Analysis,"Technical Solutions Engineers,Engineers,Machine Learning Engineers,Professors,Data Scientists",https://www.coursera.org/learn/linear-circuits-ac-analysis
Google Cloud Platform Fundamentals Core Infrastructure auf Deutsch,"Consultants,Software Engineers",https://www.coursera.org/learn/gcp-fundamentals-de
Возможно ли воспитать детей правильно,"Psychiatrists,Public Relations Specialists,Risk Managers,Psychologists,HR Specialists",https://www.coursera.org/learn/vospitat-detei-pravilno
Economic Growth and Distributive Justice Part I The Role of the State,"Lawyers,Marketing Specialists,Marketers,Data Analysts,Researchers",https://www.coursera.org/learn/economic-growth-part-1
Innovation Entrepreneurship From Basics to Open Innovation,"Entrepreneurs,Business Analysts,Analysts (General),Product Managers,Project Managers",https://www.coursera.org/learn/open-innovation-entrepreneurship
C程序设计进阶,"Data Scientists,Machine Learning Engineers,Engineers,Software Engineers",https://www.coursera.org/learn/c-chengxu-sheji
History of Rock Part Two,"Entrepreneurs,Accountants,Teachers,Project Managers,Administrators",https://www.coursera.org/learn/history-of-rock-2
Optical Efficiency and Resolution,"Scientists,Technical Solutions Engineers,Machine Learning Engineers,Research Assistants,Engineers",https://www.coursera.org/learn/optical-efficiency-and-resolution
生物演化,Entrepreneurs,https://www.coursera.org/learn/shengwu-yanhua
Computational Thinking for K 12 Educators Abstraction Methods and Lists,,https://www.coursera.org/learn/block-programming-k12-educators-abstraction-methods
Distributed Programming in Java,"Software Engineers,Machine Learning Engineers,Security Engineers,Data Scientists,Scientists",https://www.coursera.org/learn/distributed-programming-in-java
Adjectives and Adjective Clauses,"Communication Technicians,Technical Writers,Translators,Marketing Specialists,Teachers",https://www.coursera.org/learn/adjective-clauses
Digital Marketing Capstone,"Marketing Specialists,Marketers,Account Managers,Customer Service Agents,Business Developers",https://www.coursera.org/learn/digital-marketing-capstone
Computer Science Programming with a Purpose,"Assistants,Financial Advisors,Data Scientists,Data Analysts,Scientists",https://www.coursera.org/learn/cs-programming-java
Healthy Practices Nutrition Physical Activity and Community and Family Participation,"Nutritionists,Chefs,Medical Doctors,Teachers,Administrators",https://www.coursera.org/learn/healthy-practices-nutrition-physical-activity-community-family-participation
Healing with the Arts,"Artists,Therapists,Nurses,Musicians,Graphic Designers",https://www.coursera.org/learn/healing-with-the-arts
Ubiquitous Learning and Instructional Technologies,"Teachers,Professors,Project Managers",https://www.coursera.org/learn/ubiquitouslearning
Innovative Finance Hacking finance to change the world,"Financial Advisors,Economists,Entrepreneurs,Operations Analysts,Financial Analysts",https://www.coursera.org/learn/innovative-finance
Emergent Phenomena in Science and Everyday Life,"Medical Doctors,Researchers,Professors,Research Assistants,Data Scientists",https://www.coursera.org/learn/emergent-phenomena
Genomic Data Science with Galaxy,"Biologists,Biostatisticians,Scientists,Researchers,Pharmacists",https://www.coursera.org/learn/galaxy-project
Systèmes d Information Géographique Partie 1,"Geologists,Biologists,Economists,Operations Analysts,Data Engineers",https://www.coursera.org/learn/sig-1
Análisis de situaciones de negocio,"Financial Advisors,Business Analysts,Consultants,Engineers",https://www.coursera.org/learn/analisis-situaciones-negocio
Los obstáculos y la conducción en las negociaciones,Accountants,https://www.coursera.org/learn/negociacion-proceso
Digital Media and Marketing Principles,"Marketing Specialists,Marketers,Marketing Managers,Copywriters,Marketing Analysts",https://www.coursera.org/learn/marketing-channels
Advanced Engineering Systems in Motion Dynamics of Three Dimensional 3D Motion,"Machine Learning Engineers,Technical Solutions Engineers,Engineers,Researchers,Entrepreneurs",https://www.coursera.org/learn/motion-and-kinetics
Deep Learning for Business,"Associate Directors,Machine Learning Engineers,Product Managers,Data Scientists,Economists",https://www.coursera.org/learn/deep-learning-business
Influence,"Risk Managers,Business Developers,Associates,Translators,Executive Directors",https://www.coursera.org/learn/wharton-influence
Cartographie thématique,"Data Engineers,Entrepreneurs,Researchers,Project Managers,Data Analysts",https://www.coursera.org/learn/cartographie
EMT Foundations,"Paramedics,Nurses,Retailers,Medical Doctors,Entrepreneurs",https://www.coursera.org/learn/emt-foundations
Displays,"Researchers,Engineers,Data Scientists,Teachers,Software Engineers",https://www.coursera.org/learn/displays
Serverless Machine Learning con TensorFlow en GCP,Engineers,https://www.coursera.org/learn/serverless-machine-learning-gcp-es
Практики создания аналитических панелей в среде Microsoft Power BI,"Economists,Financial Analysts,Marketing Specialists,Business Analysts,Data Analysts",https://www.coursera.org/learn/praktiki-sozdaniya-analiticheskikh-paneley-power-bi
Psychology of Popularity,"Psychiatrists,Auditors,Technical Writers,Tutors,HR Specialists",https://www.coursera.org/learn/popularity
Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform em Português Brasileiro,,https://www.coursera.org/learn/leveraging-unstructured-data-dataproc-gcp-br
Инновации в промышленности мехатроника и робототехника,"Data Analysts,Engineers,Software Engineers",https://www.coursera.org/learn/innovations-in-industry-robotics
Mastering Statics,Engineers,https://www.coursera.org/learn/mastering-statics
Leading for Equity Diversity and Inclusion in Higher Education,"Assistants,Executive Directors,Professors,Teachers,Administrators",https://www.coursera.org/learn/leading-for-equity-diversity-inclusion
Presentation skills Speechwriting and Storytelling,"Technical Writers,Marketing Analysts,Marketing Specialists,Chief Technology Officers (CTOs),Journalists",https://www.coursera.org/learn/speechwriting
Prehospital care of acute stroke and patient selection for endovascular treatment using the RACE scale,,https://www.coursera.org/learn/acute-stroke-race-scale
Advanced Speaking and Listening Project,,https://www.coursera.org/learn/speaking-listening-capstone
Les Partenariats Public Privé PPP Comment offrir de meilleures infrastructures pour les services publics,"Financial Analysts,Lawyers,Entrepreneurs,Project Managers,Accountants",https://www.coursera.org/learn/partenariats-public-prive
Recommender Systems Evaluation and Metrics,"Data Scientists,Machine Learning Engineers,Chief Technology Officers (CTOs),Research Assistants,Data Engineers",https://www.coursera.org/learn/recommender-metrics
Business Writing,"Risk Managers,Instructional Designers,Technical Writers,Executive Assistants,Writers",https://www.coursera.org/learn/writing-for-business
La gestión en la empresa familiar,"Lawyers,Administrators,Business Analysts",https://www.coursera.org/learn/gestion-empresa-familiar
Espace mondial une vision française des global studies,"Translators,Researchers,Teachers,Professors,Project Managers",https://www.coursera.org/learn/espace-mondial-fr
Villes africaines Restructuration des quartiers précaires,Engineers,https://www.coursera.org/learn/bidonvilles
商务英语课程 市场与营销英语 Marketing Sales,,https://www.coursera.org/learn/shichang-yingxiao-yingyu
Serverless Data Analysis with Google BigQuery and Cloud Dataflow en Français,,https://www.coursera.org/learn/serverless-data-analysis-bigquery-cloud-dataflow-gcp-fr
Violence Against Healthcare,"Medical Doctors,Lawyers,Researchers",https://www.coursera.org/learn/violence-against-healthcare
Publicidad Digital con Google AdWords,"Community Managers,Economists,Marketing Specialists,Entrepreneurs,HR Specialists",https://www.coursera.org/learn/publicidad-digital
Introduction to Psychology,"Psychiatrists,User Experience Researchers,Social Workers,Customer Care Reps,HR Specialists",https://www.coursera.org/learn/introduction-psych
Chinese Characters for beginner 2 汉字 2,"Teachers,Consultants,Software Engineers",https://www.coursera.org/learn/hanzi-2
Agile Software Development,"IT Managers,Business Analysts,Project Managers,Product Managers,Entrepreneurs",https://www.coursera.org/learn/agile-software-development
Big Data Essentials HDFS MapReduce and Spark RDD,"Data Engineers,Data Scientists,Machine Learning Engineers,Data Analysts,Technical Leads",https://www.coursera.org/learn/big-data-essentials
Water Resources Management and Policy,"Geologists,Chemists,Biologists,Assistants,Economists",https://www.coursera.org/learn/water-management
El desafío de Innovar en la Educación Superior,"Psychologists,Professors,Biologists,Teachers,Economists",https://www.coursera.org/learn/educacion-superior
Business Models for Innovative Care for Older People,"Medical Doctors,Nurses,Founders,Researchers,Product Managers",https://www.coursera.org/learn/business-models-innovative-care
Health Across the Gender Spectrum,"Psychologists,Nurses,Medical Doctors,Therapists,Program Managers",https://www.coursera.org/learn/health-gender-spectrum
Transgender Medicine for General Medical Providers,Medical Doctors,https://www.coursera.org/learn/transgender-medicine
Understanding 9 11 Why 9 11 Happened How Terrorism Affects Our World Today,"Writers,Lawyers,Data Analysts,Teachers,Project Managers",https://www.coursera.org/learn/911-attack
Safety in the Utility Industry,"Engineers,Technical Solutions Engineers,Operations Analysts,Data Engineers,Researchers",https://www.coursera.org/learn/safety-utility-industry
System Validation Automata and behavioural equivalences,"Machine Learning Engineers,Data Scientists,Researchers,Software Engineers,Data Engineers",https://www.coursera.org/learn/automata-system-validation
The R Programming Environment,"Biostatisticians,Risk Managers,Biologists,Data Scientists,Scientists",https://www.coursera.org/learn/r-programming-environment
Strategic management Be competitive,"Entrepreneurs,Chief Executive Officers (CEOs),Data Analysts,Project Managers,Professors",https://www.coursera.org/learn/strategic-management-be-competitive
The Addicted Brain,"Psychiatrists,Psychologists,Nurses,Therapists,Pharmacists",https://www.coursera.org/learn/addiction-and-the-brain
Evaluación educativa del y para el aprendizaje en educación superior,"Psychologists,Teachers,Professors,Assistants,Medical Doctors",https://www.coursera.org/learn/evaluacion-educativa
European Business Law Understanding the Fundamentals,"Lawyers,Paralegals,Translators,HR Specialists,Economists",https://www.coursera.org/learn/european-law-fundamentals
Java程序设计,"Machine Learning Engineers,Research Assistants,Data Engineers,Data Scientists,Software Engineers",https://www.coursera.org/learn/java-chengxu-sheji
Intel Network Academy Network Transformation 101,"Technical Leads,Technical Solutions Engineers,Security Engineers,Engineers,Technical Support Associates",https://www.coursera.org/learn/network-transformation-101
Растровая графика Adobe Photoshop CC,"Artists,Designers,Photographers,Marketing Specialists,Editors",https://www.coursera.org/learn/rastrovaya-grafika-adobe-photoshop
Research for Impact,"Scientists,Researchers,Professors,Research Assistants,Project Managers",https://www.coursera.org/learn/research-for-impact
Scholarly Communication,"Researchers,Professors,Medical Doctors,Data Scientists,Teachers",https://www.coursera.org/learn/scholarly-communication
Testing with Agile,"Product Managers,Project Managers,Business Analysts,Designers,Entrepreneurs",https://www.coursera.org/learn/uva-darden-agile-testing
Bioinformatic Methods II,"Biologists,Scientists,Researchers,Research Assistants,Data Scientists",https://www.coursera.org/learn/bioinformatics-methods-2
Interview Research and Preparation,"Biologists,Marketing Specialists,Customer Service Agents,Pharmacists,Designers",https://www.coursera.org/learn/interview-preparation
FPGA computing systems Background knowledge and introductory materials,"Engineers,Machine Learning Engineers,Technical Solutions Engineers,Researchers,Professors",https://www.coursera.org/learn/fpga-intro
Identifying Monitoring and Analyzing Risk and Incident Response and Recovery t,"Data Analysts,Consultants,Engineers,Software Engineers",https://www.coursera.org/learn/incident-response-recovery-risks-sscp
Big Data visualización de datos,"Machine Learning Engineers,Administrators,Data Analysts,Data Scientists,Chief Executive Officers (CEOs)",https://www.coursera.org/learn/big-data-visualizacion-datos
Religion and Thought in Modern China the Song Jin and Yuan,"Translators,Lawyers,Professors,Teachers",https://www.coursera.org/learn/religion-thought-modern-china
America s Unwritten Constitution,"Paralegals,Lawyers,Journalists,Designers,Entrepreneurs",https://www.coursera.org/learn/unwritten-constitution
Cyber Threats and Attack Vectors,"Security Engineers,Technical Solutions Engineers,Product Managers,IT Support,Data Scientists",https://www.coursera.org/learn/cyber-threats-attack-vectors
Probabilistic Graphical Models 3 Learning,"Machine Learning Engineers,Data Scientists,Research Assistants,Researchers,Data Engineers",https://www.coursera.org/learn/probabilistic-graphical-models-3-learning
Marketing Analytics Capstone Project,,https://www.coursera.org/learn/marketing-analytics-project
Internet of Things Capstone Build a Mobile Surveillance System,,https://www.coursera.org/learn/internet-of-things-capstone
English for Business and Entrepreneurship,"Chief Financial Officers (CFOs),Translators,Paramedics,Community Managers,Accountants",https://www.coursera.org/learn/business
Managing the Company of the Future,"Chief Financial Officers (CFOs),Human Resources,Project Managers,Operations Analysts,HR Specialists",https://www.coursera.org/learn/company-future-management
Financial Acumen for Non Financial Managers,"Medical Doctors,Operations Analysts,Financial Analysts,Vice Presidents,Marketing Specialists",https://www.coursera.org/learn/finance-healthcare-managers
Capstone Your Story,"Writers,Artists,Professors,Teachers,Software Engineers",https://www.coursera.org/learn/story-writing-project
Portfolio Selection and Risk Management,"Financial Analysts,Risk Managers,Traders,Financial Advisors,Entrepreneurs",https://www.coursera.org/learn/portfolio-selection-risk-management
Game Design and Development Capstone,Software Engineers,https://www.coursera.org/learn/gamedev-capstone
Establishing a Professional Self through Effective Intercultural Communication,"HR Specialists,Researchers,Sales Associates,Data Analysts,Professors",https://www.coursera.org/learn/effective-intercultural-communication
Физика в опытах Часть 4 Волны и оптика,"Data Scientists,Engineers",https://www.coursera.org/learn/fizika-volny-optika
Games Sensors and Media,"Data Scientists,Software Engineers",https://www.coursera.org/learn/games
Strategic Management,"Risk Managers,Chief Financial Officers (CFOs),Business Developers,Executive Assistants,Marketing Specialists",https://www.coursera.org/learn/strategic-management
Gameplay en videojuegos,Software Engineers,https://www.coursera.org/learn/videojuegos-play
Fundamentals of Music Theory,"Musicians,Copywriters,Artists,User Experience Researchers,Actors",https://www.coursera.org/learn/edinburgh-music-theory
Психология карьеры,"Human Resources,Psychologists,HR Specialists,Lawyers,Data Scientists",https://www.coursera.org/learn/psikhologiya-karyery
Emergence of Life,"Geologists,Biologists,Scientists,Artists,Teachers",https://www.coursera.org/learn/emergence-of-life
离散数学概论 Discrete Mathematics Generality,"Machine Learning Engineers,Research Assistants,Data Engineers,Software Engineers,Researchers",https://www.coursera.org/learn/dmathgen
Mastering Digital Twins,"Technical Solutions Engineers,Machine Learning Engineers,Data Engineers,Data Scientists,Engineers",https://www.coursera.org/learn/mastering-digital-twins
The Technology of Music Production,"Musicians,Librarians,Writers,Data Scientists,Chief Technology Officers (CTOs)",https://www.coursera.org/learn/technology-of-music-production
Excel VBA for Creative Problem Solving Part 3 Projects,"Financial Analysts,Financial Advisors,Economists,Technical Solutions Engineers,Operations Analysts",https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-3-projects
IBM Cloud Private Deploying Microservices with Kubernetes,"IT Support,Technical Solutions Engineers,Software Engineers,Data Engineers,Machine Learning Engineers",https://www.coursera.org/learn/deploy-micro-kube-icp
Matrix Factorization and Advanced Techniques,"Data Scientists,Machine Learning Engineers,Research Assistants,Researchers,Data Analysts",https://www.coursera.org/learn/matrix-factorization
Advanced Interviewing Techniques,"Human Resources,HR Specialists,Nurses,Customer Service Agents,Customer Care Reps",https://www.coursera.org/learn/interview-techniques
Animal Behaviour and Welfare,"Paramedics,Receptionists,Biologists,Retailers,Artists",https://www.coursera.org/learn/animal-welfare
AWS Fundamentals Addressing Security Risk,"Security Engineers,Risk Managers,IT Support,Operations Analysts,Technical Support Associates",https://www.coursera.org/learn/aws-fundamentals-addressing-security-risk
Elastic Cloud Infrastructure Containers and Services,"Technical Solutions Engineers,Systems Engineers,System Administrators,Chief Technology Officers (CTOs),Security Engineers",https://www.coursera.org/learn/gcp-infrastructure-containers-services
International Marketing Entry and Execution,"Marketers,Account Managers,Entrepreneurs,Professors,Engineers",https://www.coursera.org/learn/international-marketing-entry-execution
Getting Started with Application Development 日本語版,"Engineers,Software Engineers",https://www.coursera.org/learn/getting-started-app-development-jp
Fundamentals of particle accelerator technology NPAP MOOC,"Scientists,Researchers,Data Scientists,Engineers,Teachers",https://www.coursera.org/learn/fundamentals-particle-accelerator-technology
市场营销概论 中文版,"Financial Advisors,Account Managers,Marketing Specialists,Sales Associates,Marketers",https://www.coursera.org/learn/wharton-shichang-ying-xiao
