course_name,job_recs,product_urls
Теория отраслевых рынков Industrial Organization,"Economists,Data Scientists,Data Analysts,Business Analysts,Project Managers",https://www.coursera.org/learn/otraslevye-rynki
Multiplatform Mobile App Development with React Native,"Technical Leads,Software Engineers,Chief Technology Officers (CTOs),Data Scientists,Machine Learning Engineers",https://www.coursera.org/learn/react-native
Inferential Statistics,"Data Scientists,User Experience Researchers,Biologists,Data Analysts,Researchers",https://www.coursera.org/learn/inferential-statistics-intro
Project Management Project,"Project Managers,Customer Care Reps,Operations Analysts,Account Managers,Scientists",https://www.coursera.org/learn/project-management-capstone
Critical Issues in Urban Education,"Teachers,Administrators,Researchers,Project Managers",https://www.coursera.org/learn/urban-education
Desarrollo de aplicaciones con Android,"Los estudiantes que toman este Course son,Data Engineers,Engineers,Managers,Software Engineers,Teachers,User,Los estudiantes que toman este Course son,Data Engineers,Engineers,Managers,Software Engineers,Teachers",https://www.coursera.org/learn/desarrollo-de-aplicaciones
Script Writing Write a Pilot Episode for a TV or Web Series Project Centered Course,"Copywriters,Writers,Actors,Creative Directors,Editors",https://www.coursera.org/learn/script-writing
唐詩新思路 Tang Poetry,Teachers,https://www.coursera.org/learn/tang-poems
The Dynamic Earth A Course for Educators,"Geologists,Teachers,Researchers,Data Analysts,Professors",https://www.coursera.org/learn/earth-amnh
Tu consultorio de Coaching en las ondas,"Psychologists,HR Specialists,Technical Solutions Engineers,Administrators,Data Engineers",https://www.coursera.org/learn/coaching-en-las-ondas
世界空间 法国视角下的国际研究,,https://www.coursera.org/learn/espace-mondial-cn
Discrete Mathematics,"Security Engineers,Software Engineers,Principals,Data Scientists,Machine Learning Engineers",https://www.coursera.org/learn/discrete-mathematics
Jazz Improvisation,"Musicians,Editors,Entrepreneurs,Scientists,Artists",https://www.coursera.org/learn/jazz-improvisation
Think Again III How to Reason Inductively,"Customer Care Reps,Psychologists,Therapists,Economists,Translators",https://www.coursera.org/learn/inductive-reasoning
Integrated Marketing Communications Advertising Public Relations Digital Marketing and more,"Public Relations Specialists,Marketing Specialists,Marketers,Technical Writers,Marketing Managers",https://www.coursera.org/learn/integrated-marketing-communications
Innovation Career Lessons from a Master,"Entrepreneurs,Consultants,Project Managers,Professors,Teachers",https://www.coursera.org/learn/startup-entrepreneurship-innovation-career-lessons
Six Sigma Advanced Improve and Control Phases,"Process Analysts,Operations Analysts,Scientists,Entrepreneurs,Data Analysts",https://www.coursera.org/learn/six-sigma-improve-control-advanced
Data Visualization with Python,"Data Analysts,Data Scientists,Business Analysts,Process Analysts,Technical Solutions Engineers",https://www.coursera.org/learn/python-for-data-visualization
現代文學導讀 詩 散文 小說,,https://www.coursera.org/learn/poetry-prose-novel
Линейная алгебра и аналитическая геометрия,"Machine Learning Engineers,Software Engineers,Lawyers,Data Engineers,Project Managers",https://www.coursera.org/learn/lineynaya-algebra
Cloud Computing Concepts Part 2,"Machine Learning Engineers,Software Engineers,Data Engineers,Data Scientists,Technical Solutions Engineers",https://www.coursera.org/learn/cloud-computing-2
Study Designs in Epidemiology,"Medical Doctors,Pharmacists,Researchers,Data Scientists,Data Analysts",https://www.coursera.org/learn/study-designs-epidemiology
Big Data adquisición y almacenamiento de datos,"Machine Learning Engineers,Data Scientists,Data Analysts,Technical Support Associates,Business Analysts",https://www.coursera.org/learn/adquisicion-almacenamiento-de-datos
Beyond Silicon Valley Growing Entrepreneurship in Transitioning Economies,"Entrepreneurs,Marketing Specialists,Chief Executive Officers (CEOs),Financial Analysts,Founders",https://www.coursera.org/learn/entrepreneurship-development
Work Smarter Not Harder Time Management for Personal Professional Productivity,"Risk Managers,Customer Care Reps,Process Analysts,Chemists,Executive Assistants",https://www.coursera.org/learn/work-smarter-not-harder
Primeros Auxilios Psicológicos PAP,"Psychologists,Psychiatrists,Paramedics,Therapists,Social Workers",https://www.coursera.org/learn/pap
Feature Engineering 日本語版,,https://www.coursera.org/learn/feature-engineering-jp
Introduction to GIS Mapping,"Geologists,Data Scientists,Researchers,Economists,Scientists",https://www.coursera.org/learn/introduction-gis-mapping
Understanding Russians Contexts of Intercultural Communication,"Public Relations Specialists,Translators,Designers,Machine Learning Engineers,Entrepreneurs",https://www.coursera.org/learn/intercultural-communication-russians
流行病学基础 上,,https://www.coursera.org/learn/liuxing-bing-xue
計算機程式設計 Computer Programming,"Machine Learning Engineers,Data Engineers,Product Managers,Project Managers,Software Engineers",https://www.coursera.org/learn/c-bian-cheng
Data Communications and Network Services,"Communication Technicians,Security Engineers,Technical Support Associates,System Administrators,IT Support",https://www.coursera.org/learn/data-communication-network-services
The Korean Economic Development,"Translators,Marketing Specialists,Financial Analysts,Consultants,Chief Executive Officers (CEOs)",https://www.coursera.org/learn/korean-economy
Getting Started with Google Kubernetes Engine en Español,"Data Scientists,Software Engineers",https://www.coursera.org/learn/google-kubernetes-engine-es
Designing the Organization From Strategy to Organizational Structure,"HR Specialists,Risk Managers,IT Managers,Chief Financial Officers (CFOs),Directors of Operations",https://www.coursera.org/learn/designing-organization
Doğrusal Cebir I Uzaylar ve İşlemciler Linear Algebra I Spaces and Operators,Software Engineers,https://www.coursera.org/learn/linearalgebra1
Digital Competition in Financial Services,"Risk Managers,Financial Advisors,Auditors,Chief Financial Officers (CFOs),Business Developers",https://www.coursera.org/learn/digital-competition-financial-services
Emprender la emprendeduría,"Administrators,Lawyers,Medical Doctors,Managers,Teachers",https://www.coursera.org/learn/emprender
Iniciación a los jeroglíficos egipcios,"Geologists,Lawyers,Translators,Economists,Scientists",https://www.coursera.org/learn/iniciacion-jeroglificos-egipcios
Cryptography,"Security Engineers,Machine Learning Engineers,Chief Technology Officers (CTOs),Technical Support Associates,Software Engineers",https://www.coursera.org/learn/cryptography
مقدمة عن البيانات الضخمة,,https://www.coursera.org/learn/big-data-introduction-ar
Improving Communication Skills,"Financial Advisors,Program Coordinators,Dentists,Geologists,Process Analysts",https://www.coursera.org/learn/wharton-communication-skills
Fundamentos de Excel para Negocios,"Administrators,Assistants,Economists,Secretaries,Receptionists",https://www.coursera.org/learn/excel-para-negocios
Investment Strategies and Portfolio Analysis,"Financial Advisors,Financial Analysts,Entrepreneurs,Data Scientists,Data Analysts",https://www.coursera.org/learn/investment-strategies-portfolio-analysis
工程圖學 3D CAD,Engineers,https://www.coursera.org/learn/3d-cad
La gestión de personas y equipos,"Financial Advisors,Psychologists,HR Specialists,Administrators,Technical Solutions Engineers",https://www.coursera.org/learn/gestion-personas-equipos
Современная комбинаторика Modern combinatorics,"Data Engineers,Data Scientists,Analysts (General),Software Engineers,Project Managers",https://www.coursera.org/learn/modern-combinatorics
Cáncer de próstata,"Medical Doctors,Nurses,Professors",https://www.coursera.org/learn/cancer-prostata
The Importance and Power of Music in our Society,"Musicians,Filmmakers,Teachers,Researchers,Data Analysts",https://www.coursera.org/learn/importance-power-music-our-society
AI Capstone Project with Deep Learning,,https://www.coursera.org/learn/ai-deep-learning-capstone
Natural Language Processing,"Data Scientists,Machine Learning Engineers,Data Analysts,Data Engineers,Software Engineers",https://www.coursera.org/learn/language-processing
Trabajar para ser feliz,"Psychologists,Secretaries,HR Specialists,Administrators,Human Resources",https://www.coursera.org/learn/familia-trabajo-sociedad
Greek and Roman Mythology,"Translators,Artists,Customer Care Reps,Librarians,User Experience Researchers",https://www.coursera.org/learn/mythology
Fundamentals of Immunology Death by Friendly Fire,"Biologists,Biostatisticians,Scientists,Researchers,Medical Doctors",https://www.coursera.org/learn/immunology-friendlyfire
Deploying Machine Learning Models,"Data Scientists,Data Analysts,Machine Learning Engineers,Data Engineers,Entrepreneurs",https://www.coursera.org/learn/deploying-machine-learning-models
Seguridad agroalimentaria,"Biologists,Nutritionists,Chefs,Economists,Lawyers",https://www.coursera.org/learn/seguridad-alimentaria
Advanced Modeling for Discrete Optimization,"Data Scientists,Machine Learning Engineers,Technical Solutions Engineers,Data Engineers,Researchers",https://www.coursera.org/learn/advanced-modeling
Introduction to Household Water Treatment and Safe Storage,"Biologists,Social Workers,Engineers,Scientists,Entrepreneurs",https://www.coursera.org/learn/water-treatment
Основы риск менеджмента в Банке,"Risk Managers,Financial Analysts,Traders,Economists,Accountants",https://www.coursera.org/learn/osnovy-risk-menedzhmenta-v-banke
Theatre and Globalization,"Actors,Artists,Professors,Consultants,Teachers",https://www.coursera.org/learn/global-theatre
Современный менеджмент,"Economists,Lawyers,Product Managers,Business Analysts,Project Managers",https://www.coursera.org/learn/modernmanagement
Creativity Toolkit II Creative Collaboration,"Marketing Specialists,Marketers,Business Developers,Managing Directors,Product Managers",https://www.coursera.org/learn/creativity-toolkit-2
Software Design Threats and Mitigations,"Data Scientists,Software Engineers,Engineers",https://www.coursera.org/learn/software-design-threats-mitigations
Project Planning and Machine Learning,"Machine Learning Engineers,Data Scientists,Engineers,Professors,Software Engineers",https://www.coursera.org/learn/industrial-iot-project-planning-machine-learning
Robotics Computational Motion Planning,"Machine Learning Engineers,Data Scientists,Research Assistants,Engineers,Technical Solutions Engineers",https://www.coursera.org/learn/robotics-motion-planning
Action Driven Business Plan From the Classroom to the World,,https://www.coursera.org/learn/startup-entrepreneurship-capstone
Local Economic Development,"Economists,Project Coordinators,Marketing Specialists,Entrepreneurs,Project Managers",https://www.coursera.org/learn/local-economic-development
What is Corruption Anti Corruption and Compliance,"Paralegals,Lawyers,Entrepreneurs,Consultants,Chief Executive Officers (CEOs)",https://www.coursera.org/learn/what-is-corruption-anti-corruption-compliance
Palo Alto Networks Academy Cybersecurity Foundation,"Security Engineers,Technical Support Associates,Technical Solutions Engineers,IT Support,Customer Care Reps",https://www.coursera.org/learn/cybersecurity-foundation
Social Pedagogy across Europe,"Social Workers,Professors,Teachers,Managers",https://www.coursera.org/learn/social-pedagogy-europe
Introdução à Ciência da Computação com Python Parte 1,"Systems Analysts,Process Analysts,Technical Support Associates,Auditors,IT Support",https://www.coursera.org/learn/ciencia-computacao-python-conceitos
Advanced Content and Social Tactics to Optimize SEO,"Copywriters,Marketing Specialists,Marketers,Marketing Analysts,Marketing Managers",https://www.coursera.org/learn/seo-tactics
The Cosmopolitan Medieval Arabic World,"Translators,Retailers,Librarians,Project Coordinators,Artists",https://www.coursera.org/learn/medieval-arabia
Introduction to Dental Medicine,"Dentists,Medical Doctors,Editors,Nurses,Researchers",https://www.coursera.org/learn/dental-medicine-penn
Supply Chain Planning,"Operations Analysts,Operations Managers,Business Analysts,Managing Directors,Product Managers",https://www.coursera.org/learn/planning
Introduzione alla Storia dell Architettura Contemporanea,"Administrators,Teachers,Engineers",https://www.coursera.org/learn/architettura-contemporanea
Python for Data Science and AI,"Data Analysts,Data Scientists,Process Analysts,Business Analysts,Risk Managers",https://www.coursera.org/learn/python-for-applied-data-science-ai
Evaluating User Interfaces,"User Experience Researchers,Designers,UI/UX Designers,Graphic Designers,Marketing Specialists",https://www.coursera.org/learn/ui-testing
Driving business towards the Sustainable Development Goals,"Business Developers,Entrepreneurs,Project Managers,Consultants,Marketing Specialists",https://www.coursera.org/learn/sdgbusiness
Fundamentos de agrotecnología,"Technical Solutions Engineers,Administrators,Data Engineers,Engineers,Teachers",https://www.coursera.org/learn/fundamentos-agrotecnologia
Introduction to Meteor js Development,"Pharmacists,Technical Support Associates,Entrepreneurs,Presidents,Data Engineers",https://www.coursera.org/learn/meteor-development
Python Programming A Concise Introduction,"Biologists,Risk Managers,Security Engineers,Data Scientists,Data Analysts",https://www.coursera.org/learn/python-programming-introduction
Introducción a Data Science Programación Estadística con R,"Biologists,Economists,Geologists,Process Analysts,Assistants",https://www.coursera.org/learn/intro-data-science-programacion-estadistica-r
Leadership Through Social Influence,"Entrepreneurs,Marketers,Human Resources,Operations Analysts,Project Managers",https://www.coursera.org/learn/leadership-socialinfluence
Project Launch,"Project Managers,Product Managers,Consultants,Sales Associates,Researchers",https://www.coursera.org/learn/project-management
Seeing Through Photographs,"Photographers,Artists,Copywriters,Translators,Graphic Designers",https://www.coursera.org/learn/photography
Moralities of Everyday Life,"Artists,Marketing Managers,Psychologists,Lawyers,Editors",https://www.coursera.org/learn/moralities
大數據分析 商業應用與策略管理 Big Data Analytics Business Applications and Strategic Decisions,"Human Resources,Data Analysts,Marketing Specialists,Technical Solutions Engineers,Project Managers",https://www.coursera.org/learn/bigdataanalysis
Trade Immigration and Exchange Rates in a Globalized World,"Economists,Data Engineers,Marketers,Data Analysts,Project Managers",https://www.coursera.org/learn/trade-immigration-exchange-rates-globalized-world
Introduction and Programming with IoT Boards,"Technical Solutions Engineers,Machine Learning Engineers,Technical Support Associates,Engineers,Entrepreneurs",https://www.coursera.org/learn/introduction-iot-boards
Population Health Fundamentals of Population Health Management,"Medical Doctors,Social Workers,Therapists,Nurses,Researchers",https://www.coursera.org/learn/fundamentals-population-health-management
Aprendiendo a aprender Poderosas herramientas mentales con las que podrás dominar temas difíciles Learning How to Learn,"Psychologists,Psychiatrists,Secretaries,Administrators,Receptionists",https://www.coursera.org/learn/aprendiendo-a-aprender
Electrodynamics In depth Solutions for Maxwell s Equations,"Researchers,Engineers,Software Engineers",https://www.coursera.org/learn/electrodynamics-solutions-maxwells-equations
Mind of the Universe Science in Progress,"Data Scientists,Teachers",https://www.coursera.org/learn/mind-of-the-universe-science-in-progress
Mastering Final Cut Pro,,https://www.coursera.org/learn/mastering-final-cut-pro
Developing Android Apps with App Inventor,"Teachers,Entrepreneurs,Operations Analysts,Professors,Chief Technology Officers (CTOs)",https://www.coursera.org/learn/app-inventor-android
Nanophotonics and Detectors,"Scientists,Researchers,Technical Solutions Engineers,Research Assistants,Engineers",https://www.coursera.org/learn/nanophotonics-detectors
Age of Cathedrals,"Librarians,Artists,Writers,Therapists,Lawyers",https://www.coursera.org/learn/age-of-cathedrals
Réussir le Changement,"Communication Technicians,Consultants,HR Specialists,Economists,Entrepreneurs",https://www.coursera.org/learn/reussir-le-changement
Grant Proposal,"Biologists,Writers,Researchers,Professors,Presidents",https://www.coursera.org/learn/grant-proposal
Applying Investment Decision Rules for Startups,"Financial Analysts,Consultants,Chief Executive Officers (CEOs),Project Managers,Data Analysts",https://www.coursera.org/learn/capital-budgeting
Quantitative Formal Modeling and Worst Case Performance Analysis,"Machine Learning Engineers,Data Scientists,Data Engineers,Project Managers,Engineers",https://www.coursera.org/learn/quantitative-formal-modeling-1
Data driven Decision Making,"Auditors,Accountants,Chief Financial Officers (CFOs),Financial Advisors,Controllers",https://www.coursera.org/learn/decision-making
Assessment in Higher Education Professional Development for Teachers,"Instructional Designers,Professors,Teachers,Therapists,Researchers",https://www.coursera.org/learn/assessment-higher-education
Elastic Cloud Infrastructure Scaling and Automation auf Deutsch,,https://www.coursera.org/learn/gcp-infrastructure-scaling-automation-de
Spatial Analysis and Satellite Imagery in a GIS,"Researchers,Data Analysts,Data Scientists,Machine Learning Engineers,Professors",https://www.coursera.org/learn/spatial-analysis-satellite-imagery-in-a-gis
Creating Dashboards and Storytelling with Tableau,"Marketing Analysts,Data Analysts,Process Analysts,Auditors,Business Analysts",https://www.coursera.org/learn/dataviz-dashboards
Toward the Future of iOS Development with Swift,"Software Engineers,Researchers",https://www.coursera.org/learn/iosswift
Valuation and Financial Analysis For Startups Capstone,,https://www.coursera.org/learn/valuation-for-startups-project
Teaching Impacts of Technology Data Collection Use and Privacy,"Lawyers,Marketers,Teachers,Professors,Software Engineers",https://www.coursera.org/learn/teach-impacts-technology-data
Probabilistic Graphical Models 1 Representation,"Machine Learning Engineers,Data Scientists,Biostatisticians,Research Assistants,Researchers",https://www.coursera.org/learn/probabilistic-graphical-models
SMM кампания цели стратегия алгоритмы и маркетинговый потенциал,Marketing Specialists,https://www.coursera.org/learn/tsu-smm-campaniya
Machine Learning Algorithms Supervised Learning Tip to Tail,"Machine Learning Engineers,Data Scientists,Chief Executive Officers (CEOs),Researchers,Software Engineers",https://www.coursera.org/learn/machine-learning-classification-algorithms
Expanded FPGA Training with NIOS II,"Machine Learning Engineers,Engineers,Data Scientists,Researchers,Software Engineers",https://www.coursera.org/learn/fpga-training-nios-ii
Administración para obtener resultados,"Psychologists,Administrators,Marketing Specialists,Accountants,Medical Doctors",https://www.coursera.org/learn/resultados
Motores gráficos en videojuegos game engine,Software Engineers,https://www.coursera.org/learn/videojuegos-engine
Managing Uncertainty in Marketing Analytics,"Marketing Analysts,Marketers,Data Analysts,Financial Analysts,Business Analysts",https://www.coursera.org/learn/uncertainty-marketing-decisions
Mindshift Break Through Obstacles to Learning and Discover Your Hidden Potential,"Psychiatrists,Translators,HR Specialists,Auditors,Pharmacists",https://www.coursera.org/learn/mindshift
Marketing Mix Implementation Capstone,,https://www.coursera.org/learn/marketing-mix-capstone
Approximation Algorithms Part II,"Machine Learning Engineers,Researchers,Data Scientists,Data Engineers,Software Engineers",https://www.coursera.org/learn/approximation-algorithms-part-2
Disaster Preparedness,"Risk Managers,Nurses,Social Workers,Technical Support Associates,Project Managers",https://www.coursera.org/learn/disaster-preparedness
Leading Teams,"Chief Financial Officers (CFOs),Financial Advisors,Customer Care Reps,Account Managers,Project Managers",https://www.coursera.org/learn/leading-teams
La comunicación laboral en el siglo XXI,Accountants,https://www.coursera.org/learn/comunicacion-trabajo
Valuación de empresas,"Economists,Financial Advisors,Financial Analysts,Accountants,Entrepreneurs",https://www.coursera.org/learn/valuacionempresas
مقدمة عن مخاطبة الجمهور باللغة العربية,"Public Relations Specialists,Medical Doctors,Administrators,Project Managers,Teachers",https://www.coursera.org/learn/public-speaking-ar
Гибкие методологии разработки высокотехнологичных продуктов,"Chief Financial Officers (CFOs),Project Managers,Business Analysts,Data Analysts,Chief Executive Officers (CEOs)",https://www.coursera.org/learn/gibkie-metodologii-razrabotki-produktov
Docencia para la capacitación laboral y el aprendizaje a lo largo de la vida,"Psychologists,HR Specialists,Teachers,Professors,Nurses",https://www.coursera.org/learn/docencia-capacitacion-laboral
Uso de técnicas estadísticas para el análisis de datos,"Geologists,Economists,Biologists,Human Resources,Data Engineers",https://www.coursera.org/learn/datos-tecnicas
Logic for Economists,"Economists,Data Scientists,Accountants,Lawyers,Data Analysts",https://www.coursera.org/learn/logic-for-economists
Fundamentals of Project Planning and Management,"Project Coordinators,Project Managers,Communication Technicians,Program Coordinators,Technical Solutions Engineers",https://www.coursera.org/learn/uva-darden-project-management
Corporate Commercial Law II Business Forms Financing Governmental Regulation,"Lawyers,Paralegals,Economists,Associates,Financial Analysts",https://www.coursera.org/learn/corporate-commercial-law-part2
Symmetric Cryptography,"Security Engineers,Technical Solutions Engineers,Technical Support Associates,Machine Learning Engineers,Data Engineers",https://www.coursera.org/learn/symmetric-crypto
Инвестиционные проекты слияния и поглощения,"Economists,Lawyers,Financial Analysts,Data Analysts",https://www.coursera.org/learn/sliyaniye-pogloshcheniye
Global Trends for Business and Society,"Business Developers,Entrepreneurs,Consultants,Financial Analysts,Marketing Specialists",https://www.coursera.org/learn/wharton-global-trends-business
Music s Big Bang The Genesis of Rock n Roll,"Teachers,Project Managers,Consultants,Professors,Engineers",https://www.coursera.org/learn/rock-and-roll-music
Medical Applications of Particle Accelerators NPAP MOOC,"Medical Doctors,Researchers,Professors,Teachers,Engineers",https://www.coursera.org/learn/medical-applications-particle-accelerators
Perfect Tenses and Modals,"Communication Technicians,Copywriters,Geologists,Process Analysts,Translators",https://www.coursera.org/learn/perfect-tenses-modals
Deciphering Secrets The Illuminated Manuscripts of Medieval Europe,"Librarians,Actors,Artists,Receptionists,Editors",https://www.coursera.org/learn/medieval-europe
Character Setup and Animation,"Filmmakers,Data Scientists,Software Engineers,Consultants,Teachers",https://www.coursera.org/learn/character-setup-animation
Основы поиска дела жизни Часть 1 Как перестать откладывать дела на потом,"Psychiatrists,Marketing Specialists,Economists,Traders,Human Resources",https://www.coursera.org/learn/prednaznachenie-delo-jizni
Cómo entrenar a tus electrones 2 Diodos y Transistores,,https://www.coursera.org/learn/entrenar-electrones-diodos-transistores
Inteligencia artificial Proyecto final,,https://www.coursera.org/learn/inteligencia-artificial-proyecto
Akademiskt skrivande,"Teachers,Professors,Project Managers,Engineers",https://www.coursera.org/learn/akademiskt-skrivande
Innovation Strategy Developing Your Fintech strategy,"Risk Managers,Financial Advisors,Economists,Entrepreneurs,Chief Technology Officers (CTOs)",https://www.coursera.org/learn/innovation-strategy-fintech
Free Speech on Campus Teach Out,,https://www.coursera.org/learn/free-speech-on-campus
Computer Architecture,"Machine Learning Engineers,Security Engineers,Engineers,Tutors,Software Engineers",https://www.coursera.org/learn/comparch
How to Write and Publish a Scientific Paper Project Centered Course,"Biologists,Pharmacists,Researchers,Medical Doctors,Professors",https://www.coursera.org/learn/how-to-write-a-scientific-paper
Social Science Approaches to the Study of Chinese Society Part 1,"Researchers,Teachers",https://www.coursera.org/learn/social-science-study-chinese-society
ART of the MOOC Activism and Social Movements,"Artists,Graphic Designers,Photographers,Editors,Designers",https://www.coursera.org/learn/activism-social-movements
After the Arab Spring Democratic Aspirations and State Failure,"Journalists,Lawyers,Psychologists,Entrepreneurs,Filmmakers",https://www.coursera.org/learn/after-the-arab-spring
Epigenetic Control of Gene Expression,"Biologists,Nutritionists,Paramedics,Scientists,Biostatisticians",https://www.coursera.org/learn/epigenetics
Mobilité et urbanisme,"Project Managers,Teachers,Engineers",https://www.coursera.org/learn/mobiurba
La Web Semántica Herramientas para la publicación y extracción efectiva de información en la Web,"Journalists,Graphic Designers,Secretaries,Photographers,Administrators",https://www.coursera.org/learn/web-semantica
离散优化建模基础篇 Basic Modeling for Discrete Optimization,"Data Scientists,Software Engineers",https://www.coursera.org/learn/lisan-youhua-jianmo-jichupian
Conversations That Inspire Coaching Learning Leadership and Change,"Process Analysts,HR Specialists,Therapists,Managing Directors,Pharmacists",https://www.coursera.org/learn/leadership-coaching
Creativity Toolkit I Changing Perspectives,"Marketers,Product Managers,Business Developers,Managing Directors,Social Workers",https://www.coursera.org/learn/creativity-toolkit-1
Creatividad diseño e innovación Técnicas y herramientas Proyecto Final,,https://www.coursera.org/learn/creatividad-proyecto-final
機器學習基石上 Machine Learning Foundations Mathematical Foundations,"Machine Learning Engineers,Data Scientists,Traders,Data Analysts,Research Assistants",https://www.coursera.org/learn/ntumlone-mathematicalfoundations
Software Product Management Capstone,"Product Managers,IT Managers,Business Analysts,Project Managers,Marketing Specialists",https://www.coursera.org/learn/software-product-management-capstone
Китайский для начинающих Chinese for beginners,"Translators,Lawyers,Designers,Accountants,Product Managers",https://www.coursera.org/learn/kitayskiy-dlya-nachinayushchikh
Dopage Sports Organisations et Sciences,Medical Doctors,https://www.coursera.org/learn/dopage
Buddhism and Modern Psychology,"Psychiatrists,Psychologists,Therapists,Artists,Paralegals",https://www.coursera.org/learn/science-of-meditation
Genome Sequencing Bioinformatics II,"Biostatisticians,Biologists,Scientists,Researchers,Data Scientists",https://www.coursera.org/learn/genome-sequencing
Indigenous Canada,"Librarians,Program Coordinators,Social Workers,Nurses,Lawyers",https://www.coursera.org/learn/indigenous-canada
Finance for Non Financial Professionals,"Operations Managers,Controllers,Geologists,Technical Writers,Human Resources",https://www.coursera.org/learn/finance-for-non-finance-managers
Физика тяжелых ионов,Teachers,https://www.coursera.org/learn/physics-of-heavy-ions
Органическая химия,"Chemists,Biologists,Translators,Scientists,Marketing Specialists",https://www.coursera.org/learn/organicheskaya-khimiya
Grabación y postproducción musical dentro y fuera del estudio,"Musicians,Technical Support Associates,Engineers,Software Engineers",https://www.coursera.org/learn/grabacion-musical
How Google does Machine Learning auf Deutsch,,https://www.coursera.org/learn/google-machine-learning-de
Engineering Systems in Motion Dynamics of Particles and Bodies in 2D Motion,"Customer Service Agents,Machine Learning Engineers,Engineers,Designers,Technical Solutions Engineers",https://www.coursera.org/learn/dynamics
Communication Strategies for a Virtual Age,"Public Relations Specialists,Marketing Specialists,Journalists,HR Specialists,Writers",https://www.coursera.org/learn/communication-strategies-virtual-age
The Arts and Science of Relationships Understanding Human Needs,"Psychiatrists,Social Workers,Therapists,Dentists,Community Managers",https://www.coursera.org/learn/human-needs
Tecnología musical con software libre Proyecto final,,https://www.coursera.org/learn/tecnologia-musical-proyecto
Тонкости верстки,"Artists,Software Engineers,Data Engineers,Data Analysts,Engineers",https://www.coursera.org/learn/tonkosti-verstki
Preventative Healthcare for the Newborn Baby,"Nurses,Medical Doctors,Pharmacists,Therapists,Lawyers",https://www.coursera.org/learn/preventive-healthcare-newborn-baby
Физика в опытах Часть 2 Электричество и магнетизм,"Technical Solutions Engineers,Entrepreneurs,Data Engineers,Engineers",https://www.coursera.org/learn/fizika-v-opitah-elektrichestvo-i-magnetizm
Music Production Capstone,"Musicians,Engineers",https://www.coursera.org/learn/music-production-capstone
Accounting and Finance for IT professionals,"Technical Solutions Engineers,Account Managers,Entrepreneurs,Project Managers,Business Analysts",https://www.coursera.org/learn/accounting-finance
Business Analytics Capstone,"Controllers,Risk Managers,Business Analysts,Operations Analysts,Accountants",https://www.coursera.org/learn/wharton-capstone-analytics
Interfacing with the Arduino,"Machine Learning Engineers,Technical Solutions Engineers,Engineers,Entrepreneurs,Scientists",https://www.coursera.org/learn/interface-with-arduino
Management of Urban Infrastructures part 1,"Executive Directors,Public Relations Specialists,Economists,Entrepreneurs,Project Managers",https://www.coursera.org/learn/managing-urban-infrastructures-1
Gestão de Operações,"Process Analysts,Controllers,Lawyers,Operations Managers,Administrators",https://www.coursera.org/learn/gestao-de-operacoes
Estratégicos Empresariales Proyecto Final,,https://www.coursera.org/learn/estrategicos-empresariales-proyecto
Managing Responsibly Practicing Sustainability Responsibility and Ethics,"Social Workers,Customer Service Agents,Operations Analysts,HR Specialists,Product Managers",https://www.coursera.org/learn/responsible-management
Using Git for Distributed Development,"Data Scientists,Founders,Engineers,Software Engineers,Researchers",https://www.coursera.org/learn/git-distributed-development
Fundamentals of Immunology T Cells and Signaling,"Biologists,Biostatisticians,Scientists,Researchers,Medical Doctors",https://www.coursera.org/learn/immunologyfundamentalstcellssignaling
Changer le monde passons a l action creer son entreprise sociale,"Entrepreneurs,Consultants,Data Analysts,Managers,Project Managers",https://www.coursera.org/learn/monde-action
Windows Server Management and Security,"System Administrators,Security Engineers,Technical Support Associates,IT Support,Technical Solutions Engineers",https://www.coursera.org/learn/windows-server-management-security
Technology Commercialization Part 1 Setting up your Idea Filtering System,"Entrepreneurs,Researchers,Project Managers,Software Engineers",https://www.coursera.org/learn/technology-commercialization
Ethical Leadership Through Giving Voice to Values,"Human Resources,HR Specialists,Customer Care Reps,Consultants,Marketing Specialists",https://www.coursera.org/learn/uva-darden-giving-voice-to-values
Toma de Decisiones Financieras,"Economists,Accountants,Financial Analysts,Administrators,Consultants",https://www.coursera.org/learn/proyectofinanzascorporativas
Learning to Teach Online,"Instructional Designers,Teachers,Professors,Technical Writers,Translators",https://www.coursera.org/learn/teach-online
Building a Data Science Team,"Risk Managers,Data Scientists,Chief Technology Officers (CTOs),Biostatisticians,IT Managers",https://www.coursera.org/learn/build-data-science-team
Corporate governance Mitos y realidades,"Lawyers,Accountants,Professors",https://www.coursera.org/learn/corporate-governance-mitos-realidades
High Impact Business Writing,"Copywriters,Technical Writers,Customer Care Reps,Translators,Project Managers",https://www.coursera.org/learn/business-writing
Java Programming Principles of Software Design,"Machine Learning Engineers,Software Engineers,Technical Solutions Engineers,Data Engineers,Technical Support Associates",https://www.coursera.org/learn/java-programming-design-principles
Коммерциализация результатов НИОКР,Project Managers,https://www.coursera.org/learn/kommercializaciya-niokr
中国哲学经典著作导读,"Entrepreneurs,Data Scientists,Teachers",https://www.coursera.org/learn/chinese-philosophy
An Introduction to the U S Food System Perspectives from Public Health,"Nutritionists,Chefs,Editors,Medical Doctors,Entrepreneurs",https://www.coursera.org/learn/food-system
